Website Name,Error,Number of Errors
clockfacemodular,1.3.3 Sensory Characteristics,1
clockfacemodular,4.1.3 Status Messages,1
clockfacemodular,3.3.2 Labels or Instructions,1
clockfacemodular,Additional Elements 04,1
clockfacemodular,JavaScript 05,1
clockfacemodular,REG_NO_PROMPT,1
