Website Name,Error,Number of Errors
twitter,Additional Elements 02,1
twitter,Additional Elements 04,1
twitter,Input Fields 04,1
twitter,Input Fields 07,1
twitter,2.5.2 Pointer Cancellation,1
twitter,3.3.2 Labels or Instructions,1
twitter,1.3.5 Identify Input Purpose,1
twitter,4.1.2 Name,1
twitter,4.1.3 Status Messages,1
twitter,REG NO PROMPT,1
