Website Name,Error,Number of Errors
smashbomb,2.4.3 Focus Order,1
smashbomb,3.3.4 Redundant Entry,1
smashbomb,4.1.2 Name,1
smashbomb,JavaScript 02,1
smashbomb,JavaScript 05,1
smashbomb,REG_FILLED_WRONG_FIELD,1
smashbomb,REG_NO_PROMPT,1
