Website Name,Error,Number of Errors
yahoo,Additional Elements 02,1
yahoo,Additional Elements 04,1
yahoo,Additional Elements (Non-Auth) 02,1
yahoo,Input Fields 04,1
yahoo,REG_FILLED_WRONG_FIELD,1
