Website Name,Error,Number of Errors
tiktok,2.1.1 Keyboard,1
tiktok,4.1.3 Status Messages,1
tiktok,Additional Elements 04,1
tiktok,Input Fields 01,1
tiktok,REG_FILLED_WRONG_FIELD,1
tiktok,REG_NO_PROMPT,1
